Time since System Start [us];Week time [milliseconds since start of GPS week];Humidity [%];Groundspeed [m/s];Airspeed [m/s];Temperature [deg C];Airpressure [kPas];Longitude;Latitude;Flight Height [m];Roll [deg];Pitch [deg];Yaw [deg];Ground course [deg];Energie [m];GyroX [rad/s];GyroY [rad/s];GyroZ [rad/s];AcceX [m/s/s];AcceY [m/s/s];AcceZ [m/s/s]
156447991;254871400;20;0;0.0220617;32.07;96097.34;8.257222;47.3425159;0;-8.49;3.83;91.69;153.5121;2.48072684449541e-05;0.002012189;0.005244511;0.002711532;0.5855309;1.48699;-9.719855
156647706;254871600;20;0.002;0.0220617;32.07;96094.3;8.257222;47.3425159;0;-8.49;3.83;91.69;242.7731;2.48072684449541e-05;0.001748438;0.004722633;0.002736549;0.7176943;1.426847;-9.696464
156847689;254871800;20;0.003;0.0220617;32.07;96095.18;8.257222;47.3425159;0;-8.49;3.83;91.69;256.2368;2.48072684449541e-05;0.001999659;0.009190666;0.00271058;0.5817603;1.455572;-9.773258
157047341;254872000;20;0;0.0220617;32.07;96097.16;8.257222;47.3425159;0;-8.49;3.83;91.69;100.2991;2.48072684449541e-05;0.001813263;0.003729859;0.002293342;0.7495624;1.389413;-9.72488
157247548;254872200;20;0;0.0220617;32.07;96096.73;8.257222;47.3425159;0;-8.49;3.83;91.69;108.0035;2.48072684449541e-05;0.001921655;0.004114885;0.002065544;0.6169395;1.477144;-9.742369
157447435;254872400;20;0.001;0.0220617;32.07;96094.23;8.257222;47.3425159;0;-8.49;3.83;91.7;270.7209;2.48072684449541e-05;0.002011965;0.006043133;0.002778005;0.6831321;1.462624;-9.836708
157647733;254872600;20;0.002;0.0220617;32.07;96093.27;8.257222;47.3425159;0;-8.49;3.83;91.7;84.21998;2.48072684449541e-05;0.001662278;0.004792258;0.002383626;0.6904135;1.468268;-9.709967
157847539;254872800;20;0;0.0220617;32.07;96095.82;8.257222;47.3425159;0;-8.49;3.83;91.7;68.73931;2.48072684449541e-05;0.002019501;0.00462844;0.002427894;0.6862698;1.428459;-9.644181
158047887;254873000;20;0;0.0220617;32.07;96095.97;8.257222;47.3425159;0;-8.49;3.83;91.7;315.4149;2.48072684449541e-05;0.001943959;0.002797614;0.002262083;0.6330432;1.466292;-9.687325
158247739;254873200;20;0;0.0220617;32.07;96093.6;8.257222;47.3425159;0;-8.49;3.83;91.7;320.3264;2.48072684449541e-05;0.00208201;0.003517562;0.002385693;0.6166298;1.468851;-9.733823
158447845;254873400;20;0.002;0.0220617;32.07;96096.37;8.257222;47.3425159;0;-8.49;3.83;91.7;283.8055;2.48072684449541e-05;0.00203853;0.003535057;0.00254586;0.6249912;1.43457;-9.684402
158648283;254873600;20;0.001;0.0220617;32.07;96097.43;8.257222;47.3425159;0;-8.49;3.83;91.7;262.8209;2.48072684449541e-05;0.00211301;0.003568717;0.002435155;0.7094369;1.463379;-9.697803
158847352;254873800;20;0.002;0.0220617;32.07;96093.51;8.257222;47.3425159;0;-8.49;3.83;91.7;272.324;2.48072684449541e-05;0.001993491;0.003477591;0.002341539;0.7218164;1.435135;-9.708691
159048285;254874000;20;0.002;0.0220617;32.07;96096.19;8.257222;47.3425159;0;-8.49;3.83;91.7;280.2057;2.48072684449541e-05;0.002213106;0.003657818;0.002336327;0.6620657;1.445921;-9.680262
159248124;254874200;20;0.001;0.0220617;32.07;96096.67;8.257222;47.3425159;0;-8.49;3.83;91.7;260.0632;2.48072684449541e-05;0.002092794;0.004227172;0.002672195;0.6800941;1.441129;-9.719028
159447495;254874400;20;0;0.0220617;32.07;96094.42;8.257222;47.3425159;0;-8.49;3.83;91.7;63.82507;2.48072684449541e-05;0.002201543;0.003717072;0.002403818;0.6836138;1.435158;-9.669341
159647578;254874600;20;0;0.0220617;32.08;96096.43;8.257222;47.3425159;0;-8.49;3.83;91.7;332.0346;2.48072684449541e-05;0.002086558;0.005062219;0.002644762;0.6871304;1.403312;-9.758526
159848308;254874800;20;0;0.0220617;32.08;96096.46;8.257222;47.3425159;0;-8.49;3.83;91.7;193.2457;2.48072684449541e-05;0.002087328;0.004721033;0.002591492;0.6697814;1.469341;-9.681932
160047481;254875000;20;0;0.0220617;32.08;96096.79;8.257222;47.3425159;0;-8.49;3.83;91.7;234.5963;2.48072684449541e-05;0.00214212;0.004494258;0.002360552;0.6911939;1.432881;-9.683666
160248302;254875200;20;0.001;0.0220617;32.08;96095.27;8.257222;47.3425159;0;-8.49;3.83;91.7;63.01148;2.48072684449541e-05;0.00213256;0.005763551;0.002640645;0.5917692;1.485146;-9.731303
160447409;254875400;20;0.002;0.0220617;32.08;96094.52;8.257222;47.3425159;0;-8.49;3.83;91.7;68.89894;2.48072684449541e-05;0.001996123;0.003743259;0.002380561;0.6406579;1.436685;-9.660491
160647988;254875600;20;0.001;0.0220617;32.08;96096.37;8.257222;47.3425159;0;-8.49;3.83;91.7;62.55001;2.48072684449541e-05;0.002136392;0.003955538;0.002524915;0.599292;1.446144;-9.688831
160847870;254875800;20;0.001;0.0220617;32.08;96096.19;8.257222;47.3425159;0;-8.49;3.83;91.7;76.42045;2.48072684449541e-05;0.00197491;0.003501533;0.00245601;0.7783345;1.415535;-9.650023
161047869;254876000;20;0.002;0.0220617;32.08;96094.36;8.257222;47.3425159;0;-8.49;3.83;91.71;77.70441;2.48072684449541e-05;0.0019708;0.004161537;0.00257061;0.6646683;1.444062;-9.693121
161247721;254876200;20;0.001;0.0220617;32.08;96094.15;8.257222;47.3425159;0;-8.49;3.83;91.7;80.56531;2.48072684449541e-05;0.002199347;0.00417543;0.002331328;0.6779917;1.453369;-9.693616
161447750;254876400;20;0;0.0220617;32.08;96094.84;8.257222;47.3425159;0;-8.49;3.83;91.71;311.4863;2.48072684449541e-05;0.002146455;0.005728383;0.002716112;0.6826658;1.434556;-9.686042
161648149;254876600;20;0;0.0220617;32.08;96094.52;8.257222;47.3425159;0;-8.49;3.83;91.71;298.2166;2.48072684449541e-05;0.002051212;0.005617972;0.002689167;0.6839458;1.454481;-9.705507
161847714;254876800;20;0.001;0.0220617;32.08;96093.99;8.257222;47.3425159;0;-8.49;3.83;91.71;138.9279;2.48072684449541e-05;0.001858552;0.006210964;0.0028895;0.6489108;1.469215;-9.688069
162047469;254877000;20;0.001;0.0220617;32.08;96095.97;8.257222;47.3425159;0;-8.49;3.83;91.71;191.1642;2.48072684449541e-05;0.002140373;0.002771462;0.002351183;0.5901541;1.464719;-9.697315
162247847;254877200;20;0;0.0220617;32.08;96093.94;8.257222;47.3425159;0;-8.49;3.83;91.71;317.2206;2.48072684449541e-05;0.002159857;0.004278871;0.002562799;0.6960213;1.461579;-9.720532
162447369;254877400;20;0.001;0.0220617;32.08;96093.45;8.257222;47.3425159;0;-8.49;3.83;91.71;72.55402;2.48072684449541e-05;0.002207795;0.004272388;0.002440749;0.6424628;1.444186;-9.706184
162647628;254877600;20;0.001;0.0220617;32.08;96096.58;8.257222;47.3425159;0;-8.49;3.83;91.71;81.7325;2.48072684449541e-05;0.00213273;0.004441083;0.002600653;0.6594272;1.43983;-9.682697
162848161;254877800;20;0.001;0.0220617;32.08;96096.73;8.257222;47.3425159;0;-8.49;3.83;91.71;93.18407;2.48072684449541e-05;0.002113499;0.004460274;0.002570197;0.6467555;1.46147;-9.70385
163047845;254878000;20;0;0.0220617;32.08;96095.46;8.257222;47.3425159;0;-8.49;3.83;91.71;174.9199;2.48072684449541e-05;0.002135797;0.004460164;0.002425231;0.6317604;1.476888;-9.707774
163247315;254878200;20;0;0.0220617;32.08;96093.76;8.257222;47.3425159;0;-8.49;3.83;91.71;172.072;2.48072684449541e-05;0.002071851;0.00536027;0.002613228;0.6520022;1.454312;-9.710731
163448059;254878400;20;0.001;0.0220617;32.08;96095.67;8.257222;47.3425159;0;-8.49;3.83;91.71;83.92469;2.48072684449541e-05;0.002064642;0.00510927;0.002647995;0.6048785;1.473235;-9.802835
163647640;254878600;20;0;0.0220617;32.08;96094.97;8.257222;47.3425159;0;-8.49;3.83;91.71;329.4911;2.48072684449541e-05;0.002117315;0.003517595;0.002488964;0.6367145;1.492364;-9.678037
163848276;254878800;20;0.002;0.0220617;32.08;96095.46;8.257222;47.3425159;0;-8.49;3.83;91.71;282.1304;2.48072684449541e-05;0.002093359;0.003838173;0.002603905;0.6117173;1.446115;-9.715179
164047473;254879000;20;0;0.0220617;32.08;96096.79;8.257222;47.3425159;0;-8.49;3.83;91.71;115.2387;2.48072684449541e-05;0.002230408;0.005166706;0.002365169;0.6368737;1.468328;-9.703222
164247746;254879200;20;0.001;0.0220617;32.08;96095.12;8.257222;47.3425159;0;-8.49;3.83;91.71;82.26789;2.48072684449541e-05;0.002155732;0.003787976;0.002428601;0.6727188;1.439598;-9.724513
164447655;254879400;20;0.001;0.0220617;32.08;96096.31;8.257222;47.3425159;0;-8.49;3.83;91.71;71.06086;2.48072684449541e-05;0.001999521;0.005840124;0.002603396;0.5981598;1.463498;-9.745537
164647580;254879600;20;0;0.0220617;32.08;96096.64;8.257222;47.3425159;0;-8.49;3.83;91.71;315.2275;2.48072684449541e-05;0.002257019;0.004349129;0.002680299;0.5841335;1.443615;-9.696511
164847621;254879800;20;0;0.0220617;32.08;96094.02;8.257222;47.3425159;0;-8.49;3.83;91.71;290.4306;2.48072684449541e-05;0.002087891;0.00816207;0.003372686;0.6580141;1.423648;-9.766132
165047482;254880000;20;0.001;0.0220617;32.08;96093.05;8.257222;47.3425159;0;-8.49;3.83;91.71;109.1626;2.48072684449541e-05;0.002208582;0.004424251;0.002407897;0.7511967;1.466179;-9.744925
165247878;254880200;20;0.001;0.0220617;32.08;96097.49;8.257222;47.3425159;0;-8.49;3.83;91.72;184.3828;2.48072684449541e-05;0.002031605;0.003812675;0.002263643;0.6865344;1.441144;-9.687126
165448109;254880400;20;0;0.0220617;32.08;96094.2;8.257222;47.3425159;0;-8.49;3.83;91.72;201.8081;2.48072684449541e-05;0.002091143;0.004313619;0.002646455;0.6160728;1.462586;-9.71084
165647729;254880600;20;0.001;0.0220617;32.08;96095.7;8.257222;47.3425159;0;-8.49;3.83;91.72;71.83487;2.48072684449541e-05;0.001731528;0.00435798;0.00234776;0.7313344;1.449742;-10.03716
165847579;254880800;20;0.06500001;0.0220617;32.08;96097.28;8.257222;47.3425159;0;-8.52;3.34;91.82;88.97441;2.48072684449541e-05;-0.006533731;-0.1736022;0.004491173;2.236188;1.424744;-9.931931
166047456;254881000;20;0.539;0.0220617;32.08;96096.19;8.2572226;47.3425159;0;-8.8;-2.57;92.31;90.96482;2.48072684449541e-05;-0.0331436;-0.7602536;-0.06767158;5.567078;1.456785;-9.656055
166248199;254881200;20;1.566;0.0220617;32.08;96094.7;8.2572253;47.3425159;0;-9.33;-14.78;92.96;91.6828;2.48072684449541e-05;-0.04737874;-1.3192;-0.1427592;3.375273;1.682722;-10.31156
166447386;254881400;20;2.338;0.0220617;32.08;96095.05;8.2572305;47.3425158;0;-10.56;-22.05;93.54;92.08604;2.48072684449541e-05;0.006086119;0.0421042;-0.02589273;-3.007496;1.515783;-7.403708
166647649;254881600;20;2.742;2.825018;32.08;96094.42;8.2572375;47.3425157;-0.0299999999999727;-9.22;-16;91.93;91.97163;0.376764867498702;0.03074961;0.5144519;-0.02920095;4.772267;0.968468;-8.70817
166847705;254881800;20;3.533;3.995118;32.08;96097;8.2572457;47.3425155;-0.0699999999999932;-8.94;-11.46;90.48;91.15607;0.743504986438539;0.0644392;0.5536596;-0.1146717;3.720017;1.359859;-9.75679
167047753;254882000;20;4.771;4.892975;32.08;96096.79;8.2572569;47.3425155;-0.120000000000005;-7.47;-1.47;87.05;89.78556;1.10024487006243;0.2524113;0.967504;-0.2384004;6.220052;0.7856245;-11.38125
167247326;254882200;20;6.349;6.316779;32.08;96097.55;8.2572715;47.3425156;-0.180000000000007;-6.87;4.55;84.29;87.62239;1.85372563378394;0.03808676;0.2234263;-0.1374382;10.8181;0.09898578;-8.932
167448304;254882400;20;8.249001;8.474825;32.09;96100.2;8.25729;47.3425164;-0.220000000000027;-7.04;5.21;82.94;85.43248;3.44068597250889;-0.02883318;0.01922154;-0.09001417;11.22477;-0.1356482;-8.562866
167648029;254882600;20;10.246;10.56995;32.08;96098.2;8.2573139;47.342518;-0.259999999999991;-7.75;6.79;81.83;83.60746;5.43438547413355;-0.05106696;0.404366;-0.05277385;11.11927;-0.0221997;-11.94953
167847721;254882800;20;12.099;12.31361;32.08;96096.85;8.2573426;47.3425204;-0.220000000000027;-6.74;15.93;80;81.78538;7.50808314128947;0.2514679;1.080438;-0.08045809;12.6334;-0.01471926;-18.36711
168047712;254883000;20;13.355;13.54792;32.08;96091.11;8.257376;47.3425241;0.129999999999995;-4.54;25.53;77.21;79.79484;9.48505281989806;0.2679791;0.4752692;-0.1595346;12.13073;-0.5482609;-24.07127
168247573;254883200;20;13.74;14.67879;32.07;96078.64;8.2574127;47.342529;1.05000000000001;-2.55;25.49;75.6;77.87458;12.0320018279358;0.2376499;-0.2586884;-0.05856658;8.216066;-0.7087013;-13.12538
168447939;254883400;20;14.087;15.47281;32.06;96059.73;8.2574489;47.3425345;2.37;-0.8;21.75;75.72;76.67676;14.5722349284455;0.02495928;-0.3068074;0.04071938;6.90977;-0.304671;-6.354771
168648125;254883600;20;14.72;15.72857;32.06;96044.92;8.2574851;47.3425405;3.75;-0.66;18.33;76.36;76.30452;16.358966067528;-0.003508705;-0.3791846;0.04804504;4.455142;0.06854333;-5.138342
168847724;254883800;20;15.327;15.72857;32.05;96032.47;8.257524;47.3425469;5.06999999999999;-0.6;13.23;76.71;76.29111;17.678966067528;-0.0007915098;-0.4468074;0.009341613;4.277665;0.1601553;-2.715707
169048215;254884000;20;16.06;16.22801;32.04;96015.57;8.2575676;47.3425541;6.25;-0.68;7.99;76.64;76.37902;19.6724418226351;-0.004032747;-0.3427911;-0.01464059;4.117836;0.06112716;-3.206403
169247899;254884200;20;16.774;16.71255;32.04;96012.31;8.2576099;47.3425611;7.13;-0.77;5.51;76.52;76.41446;21.3659494139908;-0.005741182;-0.188182;-0.01040453;3.948562;0.009846095;-5.447874
169448093;254884400;20;17.42;17.18342;32.03;96004.59;8.2576522;47.342568;7.76999999999998;-0.87;3.93;76.45;76.37905;22.8194354177574;-0.003563578;-0.09001876;-0.002693085;3.724635;0.01174219;-7.8349
169647925;254884600;20;18.071;17.64172;32.03;95996.18;8.2576995;47.3425757;8.36000000000001;-0.93;3.44;76.4;76.3138;24.2229095085831;-0.002128699;0.009557145;-0.001632501;3.442549;0.02915623;-9.487207
169848144;254884800;20;18.663;18.30768;32.03;95990.77;8.2577498;47.3425841;8.92000000000002;-0.98;4.21;76.33;76.23143;26.0031369511927;-0.001095443;0.09049518;-0.003487744;3.141654;0.03647743;-11.47883
170048127;254885000;20;19.143;18.7385;32.02;95982.9;8.2577994;47.3425924;9.5;-1.03;5.3;76.24;76.13903;27.3966045998981;-0.0004782479;0.1170425;-0.00478169;2.945848;0.03707878;-12.17453
170248099;254885200;20;19.476;19.15965;32.02;95975.07;8.2578451;47.3426001;10.1;-1.07;6.63;76.13;76.04272;28.810101331422;-7.19039e-05;0.138856;-0.004820536;2.750776;0.03442296;-12.64779
170448233;254885400;20;19.714;19.36678;32.01;95964.49;8.2578941;47.3426083;10.84;-1.11;8.22;76.02;75.93091;29.9568281125586;4.177646e-05;0.1148568;-0.004579391;2.547676;0.0361701;-12.75966
170648080;254885600;20;19.879;19.57173;32.01;95955.41;8.2579436;47.3426168;11.7;-1.14;8.6;75.94;75.81897;31.2235787560092;0.0005305766;-0.006207063;-0.004519015;2.460506;0.04028609;-10.56805
170848249;254885800;20;20.032;19.77455;32;95946.57;8.2579927;47.3426252;12.62;-1.18;8.62;75.86;75.72261;32.5503174160296;0.0007247081;0.01542855;-0.003949722;2.350841;0.04226477;-10.07671
171047420;254886000;20;20.191;19.97531;32;95934.79;8.2580441;47.3426341;13.61;-1.21;8.73;75.78;75.63182;33.9470545156014;0.00108049;0.002000281;-0.00443326;2.244836;0.05266691;-10.0597
171247984;254886200;20;20.333;20.17407;31.99;95923.19;8.2580961;47.3426431;14.62;-1.24;8.6;75.7;75.54294;35.3637869706881;0.0011713;-0.0084504;-0.004868775;2.146282;0.05052901;-9.617478
171447372;254886400;20;20.445;20.17407;31.98;95912.48;8.2581484;47.3426523;15.63;-1.26;8.49;75.61;75.45515;36.3737869706881;0.001579797;-0.005077672;-0.005124039;1.646065;0.04998261;-9.664307
171648216;254886600;20;20.51;20.17407;31.98;95898.87;8.2582025;47.3426618;16.68;-1.29;8.32;75.52;75.36338;37.4237869706881;0.001160302;-0.01838256;-0.005324879;1.616413;0.04725221;-9.440711
171847738;254886800;20;20.508;20.17407;31.97;95886.52;8.2582552;47.3426712;17.69;-1.3;7.76;75.45;75.27374;38.4337869706881;0.005061552;-0.07991451;-0.005579049;-0.9914085;0.04621027;-8.959468
172048306;254887000;20;20.061;19.15965;31.96;95876.65;8.2583062;47.3426803;18.65;-1.61;4.89;75.43;75.19113;37.360101331422;-0.1051497;-0.433449;-0.003337475;-3.828921;0.01245421;-3.629997
172248139;254887200;20;19.277;18.08842;31.96;95869;8.2583596;47.3426899;19.48;-4.27;-3.25;75.89;75.15092;36.1563984758614;-0.0907589;-0.8039221;0.02022089;-2.88762;0.03809857;2.208591
172448176;254887400;20;18.617;17.41408;31.96;95865.7;8.2584094;47.3426989;19.91;-4.9;-12.59;76.85;75.28026;35.366176465158;-0.09002497;-0.8561035;0.01375;-2.327134;0.1920457;6.113622
172647604;254887600;20;17.915;16.94962;31.96;95871.09;8.2584553;47.3427069;19.76;-12.26;-21.18;78.38;75.68725;34.4026920562895;-1.053303;-0.6673101;0.06528153;-2.16492;0.1718039;6.086425
172847760;254887800;20;17.18;16.94962;31.97;95879.72;8.2585;47.3427145;19.07;-24.04;-26.59;81.54;76.34082;33.7126920562895;-0.6262958;-0.4063129;0.1005786;-2.372891;0.591914;1.793155
173048217;254888000;20;16.753;17.18342;31.98;95898.66;8.258544;47.3427216;17.88;-28.77;-26.09;81.71;76.48411;32.9294354177574;-0.2551689;0.3044435;-0.02069788;-2.819655;1.255776;-8.680102
173247749;254888200;20;16.913;17.64172;31.98;95909.83;8.2585874;47.3427291;16.48;-27.72;-22.86;78.18;74.70505;32.3429095085831;0.04180289;0.47277;-0.1882765;-2.988296;1.388828;-15.00783
173447723;254888400;20;17.478;17.86647;31.99;95926.16;8.2586299;47.3427378;15.19;-22.4;-18.76;72.3;71.29242;31.4596610734404;0.5329537;0.5637573;-0.3523986;-2.791368;0.7911112;-17.70931
173648082;254888600;20;18.04;17.86647;32;95936.22;8.2586729;47.3427487;14.09;-16.15;-14.77;65.82;67.61405;30.3596610734403;0.2866596;0.499747;-0.419086;-2.833202;-0.3842683;-18.96129
173847845;254888800;20;18.401;17.86647;32;95944.84;8.2587185;47.3427628;13.26;-12.69;-9.63;59.83;63.89543;29.5296610734404;0.1057816;0.4989486;-0.2675203;-2.82054;-1.272666;-18.99592
174047472;254889000;20;18.448;17.64172;32.01;95951.38;8.2587628;47.3427786;12.77;-12.38;-5.63;57.17;60.50763;28.6329095085831;-0.05068681;0.3812752;-0.07890475;-2.89774;-1.121383;-17.28776
174248254;254889200;20;18.187;17.18342;32.01;95949.31;8.2588034;47.3427951;12.62;-12.67;-1.9;56.27;57.71367;27.6694354177574;-0.01140745;0.2779278;0.03298843;-2.875793;-0.3511514;-15.17236
174447501;254889400;20;17.746;16.71255;32.01;95948.03;8.2588428;47.3428127;12.68;-8.48;0.04;56.04;55.58758;26.9159494139908;0.9208555;0.05965058;-0.02383824;-2.632203;0.3376313;-10.34608
174648099;254889600;20;17.254;16.22801;32;95947.61;8.2588803;47.3428305;12.84;8.44;-1.38;54.27;54.77684;26.262441822635;1.706775;-0.2546866;-0.2288199;-2.432634;-0.1937266;-6.929784
174848296;254889800;20;16.787;15.72857;32;95945.12;8.2589169;47.3428479;12.95;26.26;-4.73;51.69;54.95505;25.558966067528;1.473474;-0.3245512;0.07824463;-2.689015;-1.907606;-4.697811
175047461;254890000;20;16.346;15.47281;32.01;95949.37;8.258954;47.3428653;12.91;42.76;-8.66;56.18;56.01217;25.1122349284455;1.288654;0.2004765;0.7440811;-2.829547;-0.5968756;-8.084385
175247465;254890200;20;15.971;15.21274;32.01;95951.46;8.2589908;47.3428812;12.72;49.69;-11.4;67.15;59.97765;24.5154871716412;0.4886156;0.8472842;0.8011238;-2.003602;1.892856;-15.16769
175447493;254890400;20;15.676;14.94815;32.01;95951.86;8.2590273;47.3428933;12.46;51.92;-8.56;81.88;69.05052;23.8487455872834;0.4134385;1.326719;0.4823019;-0.7279283;1.927726;-23.27448
175647443;254890600;20;15.357;14.67879;32.01;95955.11;8.2590684;47.3429;12.24;55.04;-1.55;98.59;83.43317;23.2220018279358;0.3544436;1.442761;0.2926685;0.3200935;0.8002304;-26.36392
175848024;254890800;20;15.043;14.4044;32.01;95956.38;8.2591091;47.3428995;12.16;59.24;3.97;113.02;99.60329;22.7352670417941;0.3665876;1.359789;0.3237632;0.4995561;-0.1653839;-25.47013
176047635;254891000;20;14.543;13.8393;32.01;95951.65;8.2591461;47.3428912;12.26;65.21;7.27;129.23;115.969;22.0217851422018;0.3386613;1.286329;0.4368283;0.3588729;-0.7909424;-23.39493
176248304;254891200;20;14.058;13.25012;32.01;95949.58;8.2591783;47.3428763;12.43;70.59;7.21;145.08;132.8956;21.3783017336595;0.1963843;1.222447;0.5719509;0.1676587;-0.9572607;-21.20539
176447935;254891400;20;13.698;12.94548;32.01;95951.7;8.2592008;47.342858;12.57;72.95;4.58;159.01;148.2033;21.1115623053211;0.0293716;1.174658;0.7172915;-0.005394455;-0.7838834;-19.22327
176647674;254891600;20;13.38;12.6335;32.01;95950.88;8.2592147;47.342837;12.6;73.89;-0.2;174.39;162.7121;20.7348278414883;0.0424065;1.179354;0.8302697;-0.02800628;-0.3570278;-18.40652
176847835;254891800;20;13.142;12.6335;32.01;95953.68;8.2592205;47.3428136;12.49;72.81;-5.8;189.91;177.7509;20.6248278414883;-0.1080653;1.124462;0.858536;0.025867;0.07204695;-17.91653
