Time since System Start [us];Week time [milliseconds since start of GPS week];Humidity [%];Groundspeed [m/s];Airspeed [m/s];Temperature [deg C];Airpressure [kPas];Longitude;Latitude;Flight Height [m];Roll [deg];Pitch [deg];Yaw [deg];Ground course [deg];Energie [m];GyroX [rad/s];GyroY [rad/s];GyroZ [rad/s];AcceX [m/s/s];AcceY [m/s/s];AcceZ [m/s/s]
27029791;253982000;20;7.548;7.990145;29.22;96096.03;8.2572927;47.3425168;-0.220000000000027;-5.7;-7.42;86.98;87.35681;3.03394582675966;0.1147199;0.4926967;0.07759008;7.873187;1.402538;-11.64492
27229663;253982200;20;9.341001;9.785876;29.24;96097.88;8.257315;47.3425175;-0.269999999999982;-3.98;-1.98;87.31;87.34109;4.61090566194579;0.2205191;0.5278955;0.06581421;10.65602;0.4764604;-9.980644
27429399;253982400;20;11.359;11.98519;29.26;96100.05;8.2573407;47.3425183;-0.329999999999984;-1.59;1.96;87.23;87.14395;6.99134451254334;0.1626407;0.1608484;-0.03180379;11.54296;0.03823221;-13.52828
27629857;253982600;20;13.46;13.8393;29.28;96098.73;8.2573726;47.3425194;-0.339999999999975;-0.72;1.16;86.72;86.88395;9.42178514220186;0.06636279;-0.118058;-0.04088812;10.3702;-0.07194591;-11.6574
27829868;253982800;20;15.511;15.98024;29.3;96096.52;8.2574118;47.3425209;-0.25;0.08;0.96;86.39;86.69292;12.7657018581855;0.05205981;0.06000183;-0.0163247;9.410599;-0.1409203;-12.29597
28029121;253983000;20;17.365;17.41408;29.31;96096.52;8.2574556;47.3425227;-0.0500000000000114;0.49;2.73;86.38;86.58728;15.406176465158;0.0451138;0.2595716;0.006722786;8.539728;-0.08618368;-14.42708
28229854;253983200;20;18.884;18.95024;29.33;96087.18;8.2575053;47.3425247;0.329999999999984;0.97;7.6;86.55;86.61008;18.6333433260754;0.008504481;0.4121552;0.009473346;5.097831;-0.0398806;-19.37851
28429375;253983400;20;19.685;19.57173;29.35;96081.84;8.2575566;47.3425267;0.970000000000027;0.98;10.13;86.71;86.7337;20.4935787560092;-0.00200418;0.1397357;0.01291391;3.715087;-0.006396774;-15.10669
28630021;253983600;20;19.896;19.97531;29.36;96066.75;8.2576064;47.3425286;1.87;0.99;11.6;86.88;86.87757;22.2070545156014;-0.001146458;0.1425198;0.01114206;3.486231;0.01822175;-12.98311
28829177;253983800;20;20.06;20.17407;29.37;96055.96;8.2576593;47.3425305;3.00999999999999;1;12.46;87;87.01509;23.7537869706881;-0.0008013654;-0.02806525;0.008777544;3.262302;0.02067422;-11.24467
29029646;253984000;20;20.221;20.3709;29.39;96039.7;8.2577132;47.3425323;4.26999999999998;1;10.72;87.07;87.13359;25.4205385733945;-0.000525798;-0.193713;0.009048892;1.957161;0.01633445;-6.818095
29229240;253984200;20;20.386;20.17407;29.4;96027.97;8.2577658;47.3425341;5.47000000000003;1;8.2;87.13;87.2145;26.2137869706881;-0.0006668601;-0.2690012;0.009318262;1.630507;0.0159826;-4.807474
29429403;253984400;20;20.578;20.17407;29.41;96014.41;8.2578202;47.3425359;6.56999999999999;0.99;5.25;87.18;87.27276;27.3137869706881;-0.0007352646;-0.168527;0.009675571;1.681843;0.01638444;-4.660968
29630000;253984600;20;20.802;20.3709;29.43;96006.76;8.2578756;47.3425377;7.48000000000002;0.98;4.72;87.28;87.33425;28.6305385733945;-0.0006893969;0.0314294;0.00988532;1.571213;0.01764924;-8.850605
29829365;253984800;20;20.974;20.3709;29.44;95995.72;8.257931;47.3425394;8.26999999999998;0.98;5.32;87.4;87.4236;29.4205385733945;-0.0003483066;0.05226184;0.009446978;1.522229;0.02117979;-10.87054
30029236;253985000;20;21.085;20.56584;29.46;95986.13;8.2579865;47.3425411;9.06;0.98;5.89;87.51;87.53217;30.6172770084404;-2.088056e-05;0.04761346;0.008926923;1.440898;0.01916344;-11.17245
30229692;253985200;20;21.174;20.56584;29.47;95975.64;8.2580438;47.3425427;9.89999999999998;0.98;4.18;87.58;87.63953;31.4572770084403;-0.001402794;-0.2421632;0.009022579;1.32327;0.01615342;-6.398161
30409737;253985400;20;21.338;20.56584;29.48;95966.87;8.2581027;47.3425443;10.72;0.64;0.87;87.65;87.71641;32.2772770084404;-0.04463767;-0.2889345;0.01018003;1.453656;0.00357505;-4.016777
30629799;253985600;20;21.594;20.75895;29.5;95960.39;8.2581585;47.3425458;11.33;-0.19;-1.97;87.74;87.74447;33.2940165699541;-0.09911335;-0.2596497;0.01116293;1.411188;-0.007416738;-3.936514
30829880;253985800;20;21.894;21.13988;29.51;95957.08;8.2582144;47.3425473;11.7;-2.67;-3.37;87.92;87.72101;34.4774987978797;-0.3042883;0.04071459;0.02488182;1.281085;0.02349843;-7.571564
31029308;253986000;20;22.219;21.51406;29.53;95959.42;8.2582723;47.3425489;11.93;-3.85;-1.5;88.11;87.56171;35.5209672621611;0.008017523;0.2344756;0.01098026;1.020118;0.3049777;-13.84955
31210001;253986200;20;22.476;21.69874;29.55;95955.11;8.2583294;47.3425507;12.19;-3.78;1.76;87.69;87.26057;36.1877226089501;0.005809926;0.3194444;-0.03208994;0.8686733;0.2684574;-16.62201
31430017;253986400;20;22.551;21.88185;29.56;95945.42;8.2583881;47.3425527;12.66;-3.81;5;86.98;86.838;37.0644525699542;-0.0004631901;0.1661212;-0.04069595;0.7105724;0.06071164;-16.00417
31629329;253986600;20;22.486;21.88185;29.57;95936.03;8.2584498;47.3425552;13.4;-3.86;5.08;86.59;86.3653;37.8044525699541;-0.0004077685;-0.04966918;-0.02483723;0.6499906;0.02787882;-9.817099
31829198;253986800;20;22.43;21.69874;29.58;95922.41;8.2585199;47.3425584;14.4;-3.87;4.17;86.35;85.96318;38.39772260895;0.00222617;-0.08234291;-0.01949999;0.6744962;0.1013436;-8.253654
32029836;253987000;20;22.433;21.69874;29.6;95916.78;8.2585808;47.3425613;15.25;-3.87;3.48;86.21;85.7008;39.2477226089501;0.002349232;-0.06633407;-0.02306225;0.6940534;0.1159501;-8.029213
32229203;253987200;20;22.464;21.69874;29.61;95906.98;8.2586292;47.3425639;15.88;-3.86;2.96;85.97;85.5181;39.8777226089501;0.002062086;-0.03809158;-0.02623432;0.6865652;0.1044317;-8.701127
32429122;253987400;20;22.508;21.69874;29.62;95900.81;8.2586853;47.342567;16.55;-3.86;2.59;85.7;85.29047;40.5477226089501;0.001475778;-0.02482834;-0.02605862;0.670207;0.08768974;-9.102017
32629104;253987600;20;22.56;21.88185;29.64;95893.38;8.2587438;47.3425704;17.22;-3.86;2.25;85.42;85.03376;41.6244525699542;0.001612222;-0.03073838;-0.02460563;0.6497147;0.08658867;-9.152209
32830057;253987800;20;22.621;21.88185;29.65;95885.94;8.258805;47.342574;17.9;-3.86;1.79;85.15;84.76258;42.3044525699541;0.001916869;-0.03272238;-0.0241329;0.6269975;0.09101237;-8.984269
33030050;253988000;20;22.69;21.88185;29.66;95878.87;8.2588663;47.3425779;18.53;-3.85;1.66;84.88;84.49346;42.9344525699541;0.001901108;0.01269185;-0.02432968;0.5758717;0.09330785;-9.645825
33229728;253988200;20;22.753;21.88185;29.67;95871.03;8.2589256;47.3425819;19.14;-3.84;1.92;84.58;84.21867;43.5444525699541;0.001844492;0.02917458;-0.02474742;0.5642323;0.09383219;-10.36347
33429323;253988400;20;22.8;22.06345;29.69;95864.3;8.2589881;47.3425863;19.78;-3.76;2.48;84.23;83.90584;44.5912041744393;0.02967249;0.06172335;-0.02504866;0.5962565;0.09284487;-10.80131
33629924;253988600;20;22.824;22.06345;29.7;95855.01;8.2590477;47.3425907;20.41;-3.16;3.26;83.87;83.60315;45.2212041744394;0.07332188;0.07841356;-0.03294984;0.5985966;0.06902693;-11.48035
33829127;253988800;20;22.809;22.06345;29.71;95850.21;8.2591076;47.3425954;21.12;-2.57;4.16;83.4;83.31668;45.9312041744394;0.001847814;0.06140895;-0.02991126;0.4937643;-0.02351847;-11.6326
34029354;253989000;20;22.759;22.06345;29.72;95838.13;8.259169;47.3426004;21.9;-2.6;4.23;83.2;83.04206;46.7112041744393;5.228482e-06;-0.03908471;-0.01161553;0.4802037;0.004872401;-9.873195
34229292;253989200;20;22.716;22.06345;29.73;95830.61;8.2592258;47.3426051;22.66;-2.59;3.75;83.12;82.83047;47.4712041744394;0.002288212;-0.02094078;-0.008632384;0.5212876;0.0812398;-8.914589
34410036;253989400;20;22.696;21.88185;29.75;95820.73;8.2592842;47.3426101;23.44;-2.58;3.58;82.98;82.66129;47.8444525699541;0.002757822;-0.01717744;-0.01446839;0.5273106;0.1007788;-9.373185
34629235;253989600;20;22.687;21.88185;29.76;95814.47;8.2593457;47.3426156;24.22;-2.57;3.31;82.78;82.49302;48.6244525699542;0.001775652;-0.0250036;-0.01786143;0.5460433;0.07825733;-9.314692
34829083;253989800;20;22.689;21.88185;29.77;95806.01;8.2594049;47.3426209;24.97;-2.57;2.84;82.61;82.32714;49.3744525699542;0.001650715;-0.05162267;-0.01641249;0.5360113;0.06890182;-8.775046
35029890;253990000;20;22.709;21.88185;29.78;95796.36;8.259467;47.3426266;25.71;-2.54;2.33;82.43;82.15462;50.1144525699541;0.01343148;-0.0258639;-0.01479191;0.5381839;0.07912953;-8.913915
35229909;253990200;20;22.745;21.88185;29.79;95787.59;8.2595274;47.3426324;26.39;-1.91;1.87;82.25;82.00052;50.7944525699541;0.07310929;-0.05860182;-0.0229414;0.5755249;0.07009275;-8.629999
35429191;253990400;20;22.796;22.06345;29.8;95783.71;8.2595826;47.3426377;26.97;-1.14;1.21;81.98;81.89189;51.7812041744394;0.06741276;-0.05709766;-0.02401775;0.5447429;-0.00168269;-8.523523
35629457;253990600;20;22.868;22.06345;29.81;95777.07;8.2596432;47.3426436;27.57;-0.53;0.53;81.77;81.80231;52.3812041744393;0.03426237;-0.06035221;-0.0123046;0.4862573;-0.05027261;-8.59779
35829420;253990800;20;22.952;22.06345;29.83;95769.85;8.2597036;47.3426495;28.12;-0.23;-0.12;81.72;81.73709;52.9312041744394;0.02153595;-0.05065709;-0.0004685185;0.4580503;-0.01881148;-8.549424
36029638;253991000;20;23.046;22.06345;29.84;95762.63;8.2597638;47.3426554;28.61;0.08;-0.51;81.73;81.71059;53.4212041744394;0.03680202;-0.02451313;0.001434563;0.4455265;0.03195073;-9.091739
36229087;253991200;20;23.148;22.24356;29.85;95756.81;8.2598251;47.3426615;29.06;0.66;-0.87;81.7;81.728;54.2779389130275;0.05501906;-0.04171254;-0.004311816;0.3727234;0.01437073;-9.071468
36429170;253991400;20;23.249;22.24356;29.86;95752.94;8.2598855;47.3426674;29.48;1.01;-1.11;81.66;81.77816;54.6979389130275;0.009596855;0.00268838;0.0003566775;0.3059796;-0.04077999;-9.578347
36629500;253991600;20;23.349;22.42222;29.87;95748.51;8.2599477;47.3426734;29.9;1.02;-0.86;81.74;81.84479;55.5246661431396;0.0005396256;0.0268333;0.01178593;0.2750193;-0.01975132;-10.3823
36829317;253991800;20;23.433;22.42222;29.88;95743.02;8.2600085;47.3426793;30.3;1.03;-0.6;81.88;81.92517;55.9246661431397;0.001634126;0.02937082;0.0129802;0.215409;0.02835039;-10.41933
37029282;253992000;20;23.495;22.59948;29.9;95739.84;8.2600693;47.3426852;30.72;1.05;0.13;82.02;82.02863;56.7514218282569;0.001886661;0.08516566;0.009315379;0.1730594;0.03870807;-11.50017
37229601;253992200;20;23.529;22.59948;29.91;95733.98;8.2601327;47.3426912;31.22;1.06;0.98;82.12;82.14902;57.2514218282569;0.001592572;0.06676234;0.007906399;0.1375908;0.02738423;-11.49448
37429949;253992400;20;23.524;22.59948;29.92;95726.98;8.260194;47.3426968;31.76;1.07;1.72;82.22;82.26575;57.7914218282569;0.001366313;0.06974936;0.008760758;0.1280855;0.01979029;-11.40926
37629499;253992600;20;23.49;22.59948;29.93;95720.46;8.2602553;47.3427024;32.36;0.32;2.95;82.37;82.3706;58.3914218282569;-0.1615938;0.1540426;0.01847949;0.2844309;0.002875064;-12.14104
37829542;253992800;20;23.414;22.59948;29.94;95712.37;8.260316;47.3427079;33.04;-1.61;4.6;82.67;82.41061;59.0714218282569;-0.2029049;0.1346278;0.03287107;0.3085933;0.1409688;-13.00523
38029334;253993000;20;23.286;22.59948;29.95;95702.64;8.2603778;47.3427135;33.83;-6.25;6.01;82.98;82.27787;59.8614218282569;-0.539347;0.1063884;0.03479477;0.4544567;0.294111;-11.60248
38229368;253993200;20;23.131;22.59948;29.96;95691.21;8.2604395;47.3427193;34.72;-14.4;8.08;82.97;81.77438;60.7514218282569;-0.8612511;0.2792975;0.0333324;0.6060382;0.5568296;-13.54936
38429432;253993400;20;22.879;22.42222;29.96;95677.7;8.2604998;47.3427257;35.72;-25.08;11.75;81.89;80.30494;61.3446661431397;-0.8815793;0.3296927;0.0006906495;0.6910205;1.126001;-15.95313
38609300;253993600;20;22.501;22.24356;29.97;95663.27;8.2605584;47.3427334;36.88;-35.22;14.63;79.53;77.59649;62.0979389130275;-0.8623757;0.3380438;-0.0794221;0.7599877;1.391041;-15.35248
38829073;253993800;20;22.104;22.06345;29.98;95649.31;8.2606138;47.342743;38.16;-45.48;16.58;75.65;73.79875;62.9712041744394;-0.7727653;0.361917;-0.17664;0.8570549;1.337711;-14.73207
39010030;253994000;20;21.747;21.69874;29.98;95631.02;8.2606693;47.3427557;39.58;-52.32;17.41;70.06;68.67821;63.57772260895;-0.08514985;0.3870195;-0.264611;0.7133809;1.213087;-15.86369
39229652;253994200;20;21.472;21.51406;29.99;95616.99;8.260722;47.3427717;41.05;-54.03;17.32;64.08;62.69738;64.6409672621611;0.003545908;0.4279926;-0.3382342;0.8368388;0.7994524;-14.93476
39429724;253994400;20;21.266;21.32779;29.99;95598.45;8.2607711;47.3427913;42.51;-56.09;16.96;57.15;56.36631;65.6942317168247;-0.002518373;0.4280365;-0.3270595;0.9503332;0.5868571;-14.73678
39629708;253994600;20;21.129;21.13988;30;95583.77;8.2608181;47.3428155;43.99;-58.04;16.52;50.47;49.61229;66.7674987978797;0.0002481579;0.4227921;-0.3142975;1.04842;0.6641623;-14.32695
39829974;253994800;20;21.075;20.95028;30;95566.57;8.260859;47.3428418;45.36;-59.51;15.92;44.68;43.13371;67.7307559672987;0.06980778;0.4151919;-0.3260093;1.163778;0.7897405;-13.58035
40029914;253995000;20;21.099;20.95028;30.01;95554.55;8.2608937;47.3428696;46.59;-55.02;13.63;40.59;37.59959;68.9607559672986;0.8732338;-0.10707;-0.3894175;1.377559;0.8364623;-7.197141
40229478;253995200;20;21.321;20.75895;30.02;95541.23;8.2609305;47.3429043;47.82;-37.84;4.94;40.71;34.90493;69.7840165699541;1.430664;-0.5472431;-0.4574014;1.761184;0.6804616;2.609385
40429567;253995400;20;21.621;20.75895;30.03;95535.91;8.2609633;47.3429364;48.67;-23.93;-1.85;39.85;35.18442;70.6340165699541;1.620279;-0.6654006;-0.4823033;1.787531;0.2387771;3.64166
40629649;253995600;20;21.891;20.95028;30.04;95533.82;8.2609929;47.3429644;48.94;-8.75;-9.47;36.82;35.88956;71.3107559672987;0.5676608;-0.1918089;-0.3645605;1.590025;-0.8356924;0.4334449
40829224;253995800;20;22.115;21.13988;30.05;95537.42;8.2610262;47.3429955;48.88;-7.2;-7.02;34.26;35.63301;71.6574987978797;-0.03525168;0.4256145;-0.09693867;-1.944191;-1.017559;-15.8775
41009231;253996000;20;22.144;21.13988;30.06;95534.82;8.2610589;47.3430271;48.74;-7.36;-3.16;33.61;34.36008;71.5174987978797;-0.009590403;0.4211594;0.031563;-2.515836;-0.3953284;-18.68619
41229566;253996200;20;21.676;20.3709;30.07;95534.82;8.2610913;47.3430601;48.85;-7.31;3.64;33.21;32.93856;70.0005385733945;0.01235835;0.529929;0.02109024;-4.136081;0.3371536;-19.96703
41429117;253996400;20;20.678;19.57173;30.08;95525.31;8.2611212;47.3430922;49.33;-7.26;9.29;32.35;31.68576;68.8535787560092;0.01398456;0.4866228;-0.03517736;-3.758284;0.4815682;-19.46632
41629329;253996600;20;19.398;18.7385;30.09;95515.42;8.2611487;47.3431231;50.17;-7.41;13.09;31.08;30.49481;68.0666045998981;0.006116839;0.2300134;-0.07825287;-3.349395;0.3223508;-14.78804
41829064;253996800;20;18.075;17.64172;30.09;95500.63;8.2611739;47.3431528;51.28;-7.7;14.88;29.79;29.37152;67.142909508583;-0.0006203154;0.1163137;-0.08806129;-2.950186;0.1349798;-11.74349
42029294;253997000;20;16.917;16.71255;30.1;95487.04;8.2611964;47.3431804;52.47;-8.01;15.15;28.75;28.36011;66.7059494139909;-0.003197668;-0.01396648;-0.07975813;-2.553944;0.05097856;-9.194025
42229280;253997200;20;15.941;15.72857;30.1;95472.79;8.2612168;47.3432066;53.65;-8.25;14.39;27.97;27.43425;66.258966067528;-0.00235927;-0.080401;-0.0695922;-2.1879;0.05808533;-7.682468
42429641;253997400;20;15.135;14.67879;30.11;95460.7;8.2612354;47.3432313;54.74;-8.42;13.11;27.37;26.60282;65.7220018279358;-0.0005972972;-0.1135251;-0.06662286;-1.88775;0.1083856;-6.99734
42629798;253997600;20;14.442;14.12468;30.11;95451.65;8.2612528;47.3432553;55.71;-8.55;11.62;26.74;25.81406;65.8785313507849;0.001056147;-0.1213576;-0.07212175;-1.628291;0.1499274;-6.969234
42829225;253997800;20;13.814;13.25012;30.12;95441.94;8.2612698;47.3432796;56.57;-8.68;9.62;26.04;24.99374;65.5183017336595;0.001071202;-0.17523;-0.08359708;-1.402801;0.176016;-6.703432
43029157;253998000;20;13.303;12.6335;30.13;95436.77;8.2612851;47.3433021;57.26;-8.78;7.36;25.37;24.21122;65.3948278414883;0.0003228099;-0.1972918;-0.09411852;-1.225898;0.1782336;-6.399478
43229895;253998200;20;12.911;12.31361;30.14;95430.81;8.2612986;47.3433227;57.77;-8.87;5.23;24.61;23.48092;65.4980831412895;-0.001352092;-0.1829158;-0.1033149;-1.086468;0.1690762;-6.65177
43429067;253998400;20;12.592;11.98519;30.15;95426.4;8.2613112;47.3433428;58.16;-8.97;2.96;23.76;22.71428;65.4813445125433;-0.00317623;-0.1959265;-0.1103872;-0.9718402;0.1607374;-6.751973
43629195;253998600;20;12.335;11.64751;30.16;95422.65;8.2613235;47.3433632;58.43;-9.05;0.58;22.77;21.86551;65.3446018960296;-0.00499771;-0.17255;-0.1150352;-0.8761443;0.1467458;-7.029452
43829980;253998800;20;12.139;11.64751;30.17;95420.77;8.2613357;47.3433843;58.58;-9.12;-1.57;21.73;20.9122;65.4946018960296;-0.006301979;-0.1706543;-0.1174852;-0.8060734;0.1392925;-7.379595
44029078;253999000;20;12;11.29975;30.18;95423.26;8.261347;47.3434048;58.63;-9.13;-3.74;20.71;19.92296;65.1378669756626;1.971783e-05;-0.1409943;-0.1184972;-1.368172;0.1318428;-7.377622
44229866;253999200;20;11.873;11.29975;30.19;95422.59;8.2613575;47.3434251;58.58;-9.1;-4.96;19.49;18.88015;65.0878669756626;-0.006208336;-0.06350598;-0.1192091;-1.162473;0.1290576;-8.29007
44429318;253999400;20;11.774;11.29975;30.2;95427.58;8.2613674;47.3434454;58.44;-9.07;-5.78;18.24;17.72778;64.9478669756626;-0.007180513;-0.05001117;-0.1190708;-1.113477;0.1285114;-8.779387
44629131;253999600;20;11.729;11.29975;30.21;95429;8.2613764;47.3434651;58.26;-9.02;-6.54;17.01;16.53846;64.7678669756626;-0.007670701;-0.05090366;-0.1185462;-1.093711;0.128477;-8.958381
44829068;253999800;20;11.717;11.29975;30.22;95432.6;8.2613848;47.343485;58.04;-8.97;-7.36;15.74;15.30955;64.5478669756626;-0.007896699;-0.05331041;-0.1177023;-1.098758;0.1316776;-9.002016
45029101;254000000;20;11.732;11.29975;30.23;95435.86;8.2613929;47.343506;57.78;-8.92;-8.25;14.4;14.03019;64.2878669756626;-0.0197081;-0.05383221;-0.1167504;-1.10981;0.1180314;-8.940357
45229831;254000200;20;11.769;11.29975;30.24;95435.71;8.2614003;47.3435272;57.47;-10.47;-8.97;13.3;12.73616;63.9778669756626;-0.227118;-0.03140448;-0.08945813;-1.095121;0.1562568;-8.7045
45429229;254000400;20;11.829;11.29975;30.25;95439.37;8.2614068;47.3435477;57.14;-12.86;-8.92;12.51;11.35439;63.6478669756626;-0.2044913;0.05484303;-0.05343525;-1.053439;0.3150492;-9.540117
45629922;254000600;20;11.921;11.64751;30.27;95444.63;8.2614125;47.3435686;56.78;-14.86;-8.04;11.69;9.65907;63.6946018960295;-0.1629538;0.1116225;-0.0509425;-1.00678;0.5506042;-10.39078
45829195;254000800;20;12.026;11.64751;30.28;95448.93;8.2614173;47.3435899;56.41;-15.96;-7;10.58;7.69493;63.3246018960296;-0.06291403;0.118576;-0.09186877;-1.009082;0.7271106;-10.86527
46029376;254001000;20;12.117;11.64751;30.29;95454.13;8.261421;47.3436115;56.08;-15.82;-5.97;8.49;5.57271;62.9946018960295;0.01249176;0.1410853;-0.1787996;-1.033438;0.7460819;-11.0351
46229687;254001200;20;12.177;11.64751;30.3;95457.66;8.2614236;47.3436344;55.76;-15.61;-4.86;5.44;3.29716;62.6746018960296;-0.03581503;0.1750857;-0.2462142;-1.013427;0.5897382;-11.24835
46429197;254001400;20;12.197;11.64751;30.31;95457.3;8.2614249;47.3436559;55.51;-15.61;-3.85;2.32;1.03344;62.4246018960296;-0.01665098;0.1688238;-0.2679479;-0.9963902;0.4151979;-11.48136
46629294;254001600;20;12.176;11.64751;30.32;95463.23;8.2614248;47.3436766;55.32;-15.66;-3.11;358.9;358.6542;62.2346018960296;-0.02553654;0.1142392;-0.2663804;-1.012817;0.2429425;-11.20019
46829360;254001800;20;12.115;11.64751;30.33;95463.96;8.2614233;47.3436981;55.17;-15.82;-3.26;355.91;356.0896;62.0846018960296;-0.02757917;0.02531557;-0.2481586;-1.080659;0.1366024;-10.28539
47029298;254002000;20;12.03;11.29975;30.34;95465.59;8.2614205;47.3437197;55.04;-15.97;-4.01;353.32;353.5452;61.5478669756626;-0.02531375;-0.01363495;-0.2249069;-1.120795;0.09360066;-9.51921
47230043;254002200;20;11.944;11.29975;30.35;95467.08;8.261416;47.3437419;54.9;-16.06;-4.95;350.83;351.0219;61.4078669756626;-0.02081643;-0.008275556;-0.2027421;-1.127782;0.1056026;-9.166405
47429819;254002400;20;11.881;11.29975;30.36;95469.49;8.2614103;47.3437634;54.73;-16.08;-5.33;348.72;348.5924;61.2378669756626;-0.01725712;0.0431148;-0.1896232;-1.090574;0.1458874;-9.474505
47629198;254002600;20;11.845;11.29975;30.37;95468.31;8.2614036;47.3437836;54.54;-16.06;-5.19;346.5;346.2568;61.0478669756626;-0.01467496;0.08094807;-0.1836688;-1.037706;0.1993833;-9.981623
47829996;254002800;20;11.826;11.29975;30.38;95473.7;8.2613957;47.3438036;54.33;-16.02;-4.86;344.23;343.8427;60.8378669756626;-0.01264313;0.08416907;-0.1845397;-1.003248;0.2469455;-10.26818
48029767;254003000;20;11.811;11.29975;30.39;95473.7;8.2613864;47.3438237;54.13;-15.98;-4.55;341.84;341.3444;60.6378669756626;-0.01162183;0.07814303;-0.1903436;-0.9923921;0.2771502;-10.31405
48229249;254003200;20;11.79;11.29975;30.4;95478.75;8.2613755;47.3438442;53.92;-15.93;-4.47;339.42;338.7812;60.4278669756626;-0.01167452;0.05298585;-0.1987015;-0.9995502;0.2926494;-10.15252
